ProductKey,Product Name,Brand,Color,Subcategory,Category
1850,NT Washer & Dryer 21in E2100 White,Northwind Traders,Washers & Dryers,Washers & Dryers,Home Appliances
218,Litware Home Theater System 5.1 Channel M513 Silver,Litware,Home Theater System,Home Theater System,TV and Video
264,Contoso Home Theater System 4.1 Channel M1420 Silver,Contoso,Home Theater System,Home Theater System,TV and Video
1896,Contoso Washer & Dryer 15.5in E155 Pink,Contoso,Washers & Dryers,Washers & Dryers,Home Appliances
1885,Contoso Washer & Dryer 21in E210 Green,Contoso,Washers & Dryers,Washers & Dryers,Home Appliances
692,Proseware High-Performance Business-Class Laser Fax X200 Grey,Proseware,"Printers, Scanners & Fax","Printers, Scanners & Fax",Computers
2100,Contoso Water Heater 7.2GPM X1800 Silver,Contoso,Water Heaters,Water Heaters,Home Appliances
354,Fabrikam Laptop12 M2001 Silver,Fabrikam,Laptops,Laptops,Computers
2410,Litware 3-Speed Oscillating High-Performance Fan E201 Black,Litware,Fans,Fans,Home Appliances
1273,Contoso Lens Cap Keeper E314 Silver,Contoso,Cameras & Camcorders Accessories,Cameras & Camcorders Accessories,Cameras and camcorders
2207,Adventure Works Floor Lamp M2150 Silver,Adventure Works,Lamps,Lamps,Home Appliances
1908,Fabrikam Refrigerator 1.7CuFt E1200 Brown,Fabrikam,Refrigerators,Refrigerators,Home Appliances
2045,Litware Microwave 1.6CuFt M125 Black,Litware,Microwaves,Microwaves,Home Appliances
1205,Fabrikam Independent Filmmaker 1/2'' 3mm X300 Grey,Fabrikam,Camcorders,Camcorders,Cameras and camcorders
2267,WWI Wall Lamp E315 Blue,Wide World Importers,Lamps,Lamps,Home Appliances
888,Contoso Bluetooth Notebook Mouse E70 White,Contoso,Computers Accessories,Computers Accessories,Computers
1199,Fabrikam Budget Moviemaker 2/3'' 17mm E100 Grey,Fabrikam,Camcorders,Camcorders,Cameras and camcorders
2312,Litware Chandelier M8015 Black,Litware,Lamps,Lamps,Home Appliances
1122,Fabrikam SLR Camera M148 Silver Grey,Fabrikam,Digital SLR Cameras,Digital SLR Cameras,Cameras and camcorders
326,SV Car Video TFT7 M7000 Brown,Southridge Video,Car Video,Car Video,TV and Video
2016,Fabrikam Microwave 1.0CuFt E1100 Blue,Fabrikam,Microwaves,Microwaves,Home Appliances
1364,Contoso Phone System Accessory Handset with Charger M308 White,Contoso,Home & Office Phones,Home & Office Phones,Cell phones
2283,Proseware Wall Lamp E0315 White,Proseware,Lamps,Lamps,Home Appliances
500,Adventure Works CRT19 E10 Black,Adventure Works,Monitors,Monitors,Computers
2187,Fabrikam Coffee Maker 4C E080 Grey,Fabrikam,Coffee Machines,Coffee Machines,Home Appliances
1608,SV DVD 7-Inch Player Portable E200 Silver,Southridge Video,Movie DVD,Movie DVD,"Music, Movies and Audio Books"
1439,The Phone Company Sharp Touch Screen Phones M910 Grey,The Phone Company,Touch Screen Phones,Touch Screen Phones,Cell phones
965,A. Datum Consumer Digital Camera E100 Grey,A. Datum,Digital Cameras,Digital Cameras,Cameras and camcorders
1931,Fabrikam Refrigerator 3.2CuFt E1600 Grey,Fabrikam,Refrigerators,Refrigerators,Home Appliances
2004,Fabrikam Microwave 1.0CuFt E1100 Red,Fabrikam,Microwaves,Microwaves,Home Appliances
1979,Litware Refrigerator 3.2CuFt E160 Orange,Litware,Refrigerators,Refrigerators,Home Appliances
526,WWI LCD17W E200 Black,Wide World Importers,Monitors,Monitors,Computers
627,WWI Projector 480p DLP12 White,Wide World Importers,Projectors & Screens,Projectors & Screens,Computers
9,Contoso 4G MP3 Player E400 Black,Contoso,MP4&MP3,MP4&MP3,Audio
850,Contoso Laptop Keyboard X105 Black,Contoso,Computers Accessories,Computers Accessories,Computers
180,SV 8xDVD E100 Silver,Southridge Video,VCD & DVD,VCD & DVD,TV and Video
1698,SV Hand Games for students E40 Red,Southridge Video,Boxed Games,Boxed Games,Games and Toys
1031,A. Datum Ultra Compact Digital Camera M190 Azure,A. Datum,Digital Cameras,Digital Cameras,Cameras and camcorders
1284,Contoso Mini Battery Charger Kit E320 Black,Contoso,Cameras & Camcorders Accessories,Cameras & Camcorders Accessories,Cameras and camcorders
777,Contoso Reserve Pen -Tablet Pen E200 Blue,Contoso,Computers Accessories,Computers Accessories,Computers
1028,A. Datum Compact Digital Camera M200 Azure,A. Datum,Digital Cameras,Digital Cameras,Cameras and camcorders
1157,"Fabrikam Independent Filmmaker 1/2"" 3mm X300 Orange",Fabrikam,Camcorders,Camcorders,Cameras and camcorders
2160,Adventure Works Coffee Maker 12C M100 Grey,Adventure Works,Coffee Machines,Coffee Machines,Home Appliances
335,SV Car Video LCD9.2W X9281 Brown,Southridge Video,Car Video,Car Video,TV and Video
2369,Contoso Air conditioner 25000BTU L1672 Grey,Contoso,Air Conditioners,Air Conditioners,Home Appliances
880,Contoso Optical Wheel OEM PS/2 Mouse E60 Black,Contoso,Computers Accessories,Computers Accessories,Computers
1370,Contoso Expandable1-Handset Cordless Phone System M207 White,Contoso,Home & Office Phones,Home & Office Phones,Cell phones
225,Litware Home Theater System 5.1 Channel M511 Brown,Litware,Home Theater System,Home Theater System,TV and Video
1998,Fabrikam Microwave 1.0CuFt E1100 Grey,Fabrikam,Microwaves,Microwaves,Home Appliances
1487,The Phone Company Smart phones Unlocked M300 Grey,The Phone Company,Smart phones & PDAs,Smart phones & PDAs,Cell phones
2307,Proseware Wall Lamp E0315 Blue,Proseware,Lamps,Lamps,Home Appliances
2180,Fabrikam Coffee Maker 5C E090 White,Fabrikam,Coffee Machines,Coffee Machines,Home Appliances
754,Contoso Laptop Cooling Hub notebook fan with 4 ports USB hub E80 Black,Contoso,Computers Accessories,Computers Accessories,Computers
1013,A. Datum Full Frame Digital Camera X300 Orange,A. Datum,Digital Cameras,Digital Cameras,Cameras and camcorders
2213,Adventure Works Desk Lamp E1200 Silver,Adventure Works,Lamps,Lamps,Home Appliances
2159,Adventure Works Coffee Maker Auto 10C M100 Grey,Adventure Works,Coffee Machines,Coffee Machines,Home Appliances
1174,Fabrikam Budget Moviemaker 1/3'' 8.5mm E200 White,Fabrikam,Camcorders,Camcorders,Cameras and camcorders
1963,Litware Refrigerator 24.7CuFt X980 Blue,Litware,Refrigerators,Refrigerators,Home Appliances
10,Contoso 4G MP3 Player E400 Green,Contoso,MP4&MP3,MP4&MP3,Audio
1577,SV DVD Recorder L200 Black,Southridge Video,Movie DVD,Movie DVD,"Music, Movies and Audio Books"
1697,SV Hand Games for kids E30 Red,Southridge Video,Boxed Games,Boxed Games,Games and Toys
1684,MGS Hand Games for Office worker L299 Silver,Tailspin Toys,Boxed Games,Boxed Games,Games and Toys
682,Proseware All-In-One Photo Printer M200 Grey,Proseware,"Printers, Scanners & Fax","Printers, Scanners & Fax",Computers
361,Fabrikam Laptop13.3W M3080 Red,Fabrikam,Laptops,Laptops,Computers
1149,Fabrikam Budget Movie-Maker 1/2'' 3mm E300 Black,Fabrikam,Camcorders,Camcorders,Cameras and camcorders
2274,Proseware Wall Lamp E0215 Black,Proseware,Lamps,Lamps,Home Appliances
2268,WWI Desk Lamp E130 Blue,Wide World Importers,Lamps,Lamps,Home Appliances
1591,SV DVD 55DVD Storage Binder M56 Silver,Southridge Video,Movie DVD,Movie DVD,"Music, Movies and Audio Books"
1420,The Phone Company Finger Touch Screen Phones M30 Black,The Phone Company,Touch Screen Phones,Touch Screen Phones,Cell phones
2036,Litware Microwave 0.8CuFt E080 Grey,Litware,Microwaves,Microwaves,Home Appliances
282,Contoso Home Theater System 4.1 Channel M1400 Brown,Contoso,Home Theater System,Home Theater System,TV and Video
1172,Fabrikam Budget Moviemaker 1'' 25mm E400 White,Fabrikam,Camcorders,Camcorders,Cameras and camcorders
1427,"The Phone Company Touch Screen Phones 26-2.2"" M200 Grey",The Phone Company,Touch Screen Phones,Touch Screen Phones,Cell phones
1089,"Contoso SLR Camera 35"" X358 Silver Grey",Contoso,Digital SLR Cameras,Digital SLR Cameras,Cameras and camcorders
1214,Fabrikam Social Videographer 1/3'' 8.5mm E200 Grey,Fabrikam,Camcorders,Camcorders,Cameras and camcorders
1015,A. Datum Rangefinder Digital Camera X200 Green,A. Datum,Digital Cameras,Digital Cameras,Cameras and camcorders
2141,Adventure Works Coffee Maker Auto 10C M100 Black,Adventure Works,Coffee Machines,Coffee Machines,Home Appliances
1033,A. Datum Interchangeable lens Non-SLR Digital Camera X250 Azure,A. Datum,Digital Cameras,Digital Cameras,Cameras and camcorders
2277,Proseware Desk Lamp E0120 Black,Proseware,Lamps,Lamps,Home Appliances
1012,A. Datum Point Shoot Digital Camera M500 Orange,A. Datum,Digital Cameras,Digital Cameras,Cameras and camcorders
1151,Fabrikam Budget Movie-Maker 2/3'' 17mm E100 Black,Fabrikam,Camcorders,Camcorders,Cameras and camcorders
1386,Contoso KSU-less key system M38 Grey,Contoso,Home & Office Phones,Home & Office Phones,Cell phones
1146,"Fabrikam Home and vacation moviemaker 1/3"" 8.5mm M200 Blue",Fabrikam,Camcorders,Camcorders,Cameras and camcorders
1880,Contoso Washer & Dryer 21in E210 Blue,Contoso,Washers & Dryers,Washers & Dryers,Home Appliances
1924,Fabrikam Refrigerator 4.6CuFt E2800 Blue,Fabrikam,Refrigerators,Refrigerators,Home Appliances
202,Litware Home Theater System 5.1 Channel M513 Black,Litware,Home Theater System,Home Theater System,TV and Video
1743,MGS Combat Flight Simulator 3 E119,Tailspin Toys,Download Games,Download Games,Games and Toys
1716,MGS Age of Empires III: The War Chiefs M240,Tailspin Toys,Download Games,Download Games,Games and Toys
1811,MGS Bicycle Casino Games2009 E167,Tailspin Toys,Download Games,Download Games,Games and Toys
1750,MGS Bicycle Card Games X600,Tailspin Toys,Download Games,Download Games,Games and Toys
1665,MGS Hand Games for 12-16 boys E600 Yellow,Tailspin Toys,Boxed Games,Boxed Games,Games and Toys
679,Proseware Ink Jet Fax Machine E100 Grey,Proseware,"Printers, Scanners & Fax","Printers, Scanners & Fax",Computers
561,Proseware Screen 85in E1010 White,Proseware,Projectors & Screens,Projectors & Screens,Computers
807,Contoso Cables To Go USB 2.0 Hard Drive Enclosure E920 White,Contoso,Computers Accessories,Computers Accessories,Computers
1385,Contoso Multi-line phones M30 Grey,Contoso,Home & Office Phones,Home & Office Phones,Cell phones
991,A. Datum Interchangeable lens Non-SLR Digital Camera X250 Silver,A. Datum,Digital Cameras,Digital Cameras,Cameras and camcorders
1905,Fabrikam Refrigerator 9.7CuFt M5600 Brown,Fabrikam,Refrigerators,Refrigerators,Home Appliances
922,SV USB Data Cable E600 Grey,Southridge Video,Computers Accessories,Computers Accessories,Computers
1323,Contoso 4 Handset Cordless Phone System M86 Black,Contoso,Home & Office Phones,Home & Office Phones,Cell phones
820,Contoso Home/Office Laptop Power Adapter E300 Grey,Contoso,Computers Accessories,Computers Accessories,Computers
808,Contoso Rechargeable Battery E100 Grey,Contoso,Computers Accessories,Computers Accessories,Computers
2177,Fabrikam Coffee Maker Auto 10C M100 White,Fabrikam,Coffee Machines,Coffee Machines,Home Appliances
2353,Contoso Air conditioner 6000BTU E0180 White,Contoso,Air Conditioners,Air Conditioners,Home Appliances
2084,Contoso Microwave 0.8CuFt E0080 Black,Contoso,Microwaves,Microwaves,Home Appliances
2286,Proseware Floor Lamp X0115 Silver,Proseware,Lamps,Lamps,Home Appliances
394,WWI Laptop15.4W M0156 Black,Wide World Importers,Laptops,Laptops,Computers
1184,Fabrikam Business Videographer 1'' 25mm M600 White,Fabrikam,Camcorders,Camcorders,Cameras and camcorders
167,SV 8xDVD E100 Black,Southridge Video,VCD & DVD,VCD & DVD,TV and Video
2417,Litware 3-Speed Oscillating Blower Fan M115 Black,Litware,Fans,Fans,Home Appliances
331,SV Car Video AM/FM E1000 Brown,Southridge Video,Car Video,Car Video,TV and Video
1229,Fabrikam Independent Filmmaker 1/2'' 3mm X300 Black,Fabrikam,Camcorders,Camcorders,Cameras and camcorders
2066,Contoso Microwave 0.8CuFt E0080 Silver,Contoso,Microwaves,Microwaves,Home Appliances
1430,The Phone Company Touch Screen Phones SAW/Built-in M801 Grey,The Phone Company,Touch Screen Phones,Touch Screen Phones,Cell phones
1207,Fabrikam Independent Filmmaker 2/3'' 17mm X100 Grey,Fabrikam,Camcorders,Camcorders,Cameras and camcorders
2123,Contoso Coffee Maker Auto 10C M1000 Silver,Contoso,Coffee Machines,Coffee Machines,Home Appliances
984,A. Datum Point Shoot Digital Camera M500 Pink,A. Datum,Digital Cameras,Digital Cameras,Cameras and camcorders
380,Adventure Works Laptop19W X1980 Red,Adventure Works,Laptops,Laptops,Computers
1624,Contoso DVD Recorder L220 White,Contoso,Movie DVD,Movie DVD,"Music, Movies and Audio Books"
2466,Litware USB Durable Desk Soft Fan E1401 Red,Litware,Fans,Fans,Home Appliances
2506,Contoso Rubberized Snap-On Cover Hard Case Cell Phone Protector E160 Pink,Contoso,Cell phones Accessories,Cell phones Accessories,Cell phones
507,Adventure Works LCD20 M210 White,Adventure Works,Monitors,Monitors,Computers
1474,The Phone Company Smart phones 160x160 M26 Black,The Phone Company,Smart phones & PDAs,Smart phones & PDAs,Cell phones
1445,"The Phone Company Touch Screen Phones 26-1.4"" M250 Gold",The Phone Company,Touch Screen Phones,Touch Screen Phones,Cell phones
1232,Fabrikam Business Videographer 1'' 25mm M600 Black,Fabrikam,Camcorders,Camcorders,Cameras and camcorders
1533,The Phone Company PDA Palm 3.7 inch M830 Black,The Phone Company,Smart phones & PDAs,Smart phones & PDAs,Cell phones
1357,Contoso Private Automatic Branch Exchange M65 White,Contoso,Home & Office Phones,Home & Office Phones,Cell phones
1949,Litware Refrigerator 3.2CuFt E160 Brown,Litware,Refrigerators,Refrigerators,Home Appliances
2259,WWI Wall Lamp E315 Grey,Wide World Importers,Lamps,Lamps,Home Appliances
312,SV Car Video TFT6.2W E6281 Silver,Southridge Video,Car Video,Car Video,TV and Video
2380,Contoso Air conditioner 7000BTU E0260 Blue,Contoso,Air Conditioners,Air Conditioners,Home Appliances
1426,"The Phone Company Touch Screen Phone 1600 TFT-1.4"" L250 Grey",The Phone Company,Touch Screen Phones,Touch Screen Phones,Cell phones
1189,"Fabrikam Social Videographer 1/2"" 3mm E300 Orange",Fabrikam,Camcorders,Camcorders,Cameras and camcorders
1022,A. Datum Consumer Digital Camera M300 Green,A. Datum,Digital Cameras,Digital Cameras,Cameras and camcorders
2005,Fabrikam Microwave 0.9CuFt E0900 Red,Fabrikam,Microwaves,Microwaves,Home Appliances
666,Proseware Office Jet All-in-One Printer M500 Black,Proseware,"Printers, Scanners & Fax","Printers, Scanners & Fax",Computers
704,Proseware Laser Jet All in one X300 White,Proseware,"Printers, Scanners & Fax","Printers, Scanners & Fax",Computers
142,"Adventure Works 15.6"" LCD TV M130W Black",Adventure Works,Televisions,Televisions,TV and Video
615,WWI Projector 480p LCD12 Black,Wide World Importers,Projectors & Screens,Projectors & Screens,Computers
277,Contoso Home Theater System 4.1 Channel M1420 White,Contoso,Home Theater System,Home Theater System,TV and Video
1740,MGS MechCollection E116,Tailspin Toys,Download Games,Download Games,Games and Toys
253,Contoso Home Theater System 2.1 Channel E1200 Silver,Contoso,Home Theater System,Home Theater System,TV and Video
591,Contoso Projector 480p M480 White,Contoso,Projectors & Screens,Projectors & Screens,Computers
573,Proseware Screen 85in E1010 Silver,Proseware,Projectors & Screens,Projectors & Screens,Computers
630,WWI Screen 106in M1609 White,Wide World Importers,Projectors & Screens,Projectors & Screens,Computers
1662,MGS Hand Games for students E400 Yellow,Tailspin Toys,Boxed Games,Boxed Games,Games and Toys
943,SV PCI Network Adapter E905 Silver,Southridge Video,Computers Accessories,Computers Accessories,Computers
1377,Contoso Phone for MSN E200 White,Contoso,Home & Office Phones,Home & Office Phones,Cell phones
1318,Contoso 3 Handset Cordless Phone System  E30 Black,Contoso,Home & Office Phones,Home & Office Phones,Cell phones
2355,Contoso Air conditioner 25000BTU L1672 Red,Contoso,Air Conditioners,Air Conditioners,Home Appliances
2202,Adventure Works Wall Lamp E2150 White,Adventure Works,Lamps,Lamps,Home Appliances
1243,Fabrikam Social Videographer 1'' 25mm E400 White,Fabrikam,Camcorders,Camcorders,Cameras and camcorders
2273,Proseware Chandelier M0615 Black,Proseware,Lamps,Lamps,Home Appliances
1388,Contoso Private Branch Exchange M88 Grey,Contoso,Home & Office Phones,Home & Office Phones,Cell phones
1334,Contoso Expandable 3-Handset Cordless Phone System M204 Black,Contoso,Home & Office Phones,Home & Office Phones,Cell phones
921,SV USB Data Cable E600 Silver,Southridge Video,Computers Accessories,Computers Accessories,Computers
2484,Litware 18'' Oscillating Pedestal Fan M145 Pink,Litware,Fans,Fans,Home Appliances
1396,Contoso Expandable Cordless Phone System M008 Grey,Contoso,Home & Office Phones,Home & Office Phones,Cell phones
855,Contoso Multimedia Speakers M25 Blue,Contoso,Computers Accessories,Computers Accessories,Computers
1422,The Phone Company Sharp Touch Screen Phones M910 Black,The Phone Company,Touch Screen Phones,Touch Screen Phones,Cell phones
1171,Fabrikam Home and Vacation Moviemaker 2/3'' 17mm M103 White,Fabrikam,Camcorders,Camcorders,Cameras and camcorders
2029,Litware Microwave 0.9CuFt E090 Silver,Litware,Microwaves,Microwaves,Home Appliances
1200,Fabrikam Trendsetter 1'' 25mm X400 Grey,Fabrikam,Camcorders,Camcorders,Cameras and camcorders
1014,A. Datum Compact Digital Camera M200 Green,A. Datum,Digital Cameras,Digital Cameras,Cameras and camcorders
1228,"Fabrikam Independent Filmmaker 1"" 25mm X400 Blue",Fabrikam,Camcorders,Camcorders,Cameras and camcorders
1612,SV DVD 12-Inch Player Portable M400 White,Southridge Video,Movie DVD,Movie DVD,"Music, Movies and Audio Books"
128,"Adventure Works 19"" Color Digital TV E35 Brown",Adventure Works,Televisions,Televisions,TV and Video
723,Proseware Photo Ink jet Printer E290 White,Proseware,"Printers, Scanners & Fax","Printers, Scanners & Fax",Computers
408,Proseware Laptop15.4W M518 Black,Proseware,Laptops,Laptops,Computers
1154,"Fabrikam Trendsetter 1/3"" 8.5mm X200 Blue",Fabrikam,Camcorders,Camcorders,Cameras and camcorders
1934,Fabrikam Refrigerator 19CuFt M7600 Orange,Fabrikam,Refrigerators,Refrigerators,Home Appliances
17,Contoso 8GB Super-Slim MP3/Video Player M800 Red,Contoso,MP4&MP3,MP4&MP3,Audio
1639,Contoso DVD 38 DVD Storage Binder E25 Red,Contoso,Movie DVD,Movie DVD,"Music, Movies and Audio Books"
